"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","48332","Training menu shows submenus","","2026-07-24","passed","2026-07-24","","","",""
"","13113","Third footer consumer link navigates correctly","","2026-07-24","passed","2026-07-24","","","",""
"","0","The pre-login page loads successfully","","2026-07-24","skipped","2026-07-24","","","",""
"","0","Log in with credentials from Excel","","2026-07-24","skipped","2026-07-24","","","",""
"","24014","Orders menu shows submenus","","2026-07-24","passed","2026-07-24","","","",""
"","0","Login fails with invalid credentials","","2026-07-24","skipped","2026-07-24","","","",""
"","16291","First footer heading navigates correctly","","2026-07-24","passed","2026-07-24","","","",""
"","113634","Sales and Marketing menu shows submenus","","2026-07-24","passed","2026-07-24","","","",""
"","10262","Tools and Services menu shows submenus","","2026-07-24","passed","2026-07-24","","","",""
"","1","User can log out from the partner portal","","2026-07-24","skipped","2026-07-24","","","",""
