"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","63471","Training menu shows submenus","","2026-08-04","passed","2026-08-04","","","",""
"","1","Login fails with invalid credentials","","2026-08-04","skipped","2026-08-04","","","",""
"","31842","First footer heading navigates correctly","","2026-08-04","passed","2026-08-04","","","",""
"","1","Log in with credentials from Excel","","2026-08-04","skipped","2026-08-04","","","",""
"","63896","Orders menu shows submenus","","2026-08-04","passed","2026-08-04","","","",""
"","1","The pre-login page loads successfully","","2026-08-04","skipped","2026-08-04","","","",""
"","70808","Sales and Marketing menu shows submenus","","2026-08-04","broken","2026-08-04","","","",""
"","11270","Third footer consumer link navigates correctly","","2026-08-04","passed","2026-08-04","","","",""
"","1","User can log out from the partner portal","","2026-08-04","skipped","2026-08-04","","","",""
"","8861","Tools and Services menu shows submenus","","2026-08-04","passed","2026-08-04","","","",""
