"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21665","First footer heading navigates correctly","","2026-09-02","failed","2026-09-02","","","",""
"","93900","Sales and Marketing menu shows submenus","","2026-09-02","failed","2026-09-02","","","",""
"","21542","Tools and Services menu shows submenus","","2026-09-02","failed","2026-09-02","","","",""
"","1","Login fails with invalid credentials","","2026-09-02","skipped","2026-09-02","","","",""
"","57088","Training menu shows submenus","","2026-09-02","failed","2026-09-02","","","",""
"","1","User can log out from the partner portal","","2026-09-02","skipped","2026-09-02","","","",""
"","0","The pre-login page loads successfully","","2026-09-02","skipped","2026-09-02","","","",""
"","1","Log in with credentials from Excel","","2026-09-02","skipped","2026-09-02","","","",""
"","69995","Orders menu shows submenus","","2026-09-02","failed","2026-09-02","","","",""
"","22547","Third footer consumer link navigates correctly","","2026-09-02","failed","2026-09-02","","","",""
