"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","70739","Orders menu shows submenus","","2026-09-16","failed","2026-09-16","","","",""
"","0","The pre-login page loads successfully","","2026-09-16","skipped","2026-09-16","","","",""
"","1","Log in with credentials from Excel","","2026-09-16","skipped","2026-09-16","","","",""
"","1","Login fails with invalid credentials","","2026-09-16","skipped","2026-09-16","","","",""
"","21942","Training menu shows submenus","","2026-09-16","failed","2026-09-16","","","",""
"","0","User can log out from the partner portal","","2026-09-16","skipped","2026-09-16","","","",""
"","37903","Third footer consumer link navigates correctly","","2026-09-16","failed","2026-09-16","","","",""
"","20637","Tools and Services menu shows submenus","","2026-09-16","failed","2026-09-16","","","",""
"","20791","First footer heading navigates correctly","","2026-09-16","failed","2026-09-16","","","",""
"","86762","Sales and Marketing menu shows submenus","","2026-09-16","failed","2026-09-16","","","",""
