"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27054","Training menu shows submenus","","2026-08-05","passed","2026-08-05","","","",""
"","1","User can log out from the partner portal","","2026-08-05","skipped","2026-08-05","","","",""
"","0","Login fails with invalid credentials","","2026-08-05","skipped","2026-08-05","","","",""
"","12600","First footer heading navigates correctly","","2026-08-05","passed","2026-08-05","","","",""
"","0","Log in with credentials from Excel","","2026-08-05","skipped","2026-08-05","","","",""
"","110099","Sales and Marketing menu shows submenus","","2026-08-05","passed","2026-08-05","","","",""
"","10323","Third footer consumer link navigates correctly","","2026-08-05","passed","2026-08-05","","","",""
"","1","The pre-login page loads successfully","","2026-08-05","skipped","2026-08-05","","","",""
"","53438","Orders menu shows submenus","","2026-08-05","passed","2026-08-05","","","",""
"","14312","Tools and Services menu shows submenus","","2026-08-05","passed","2026-08-05","","","",""
