"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","96916","Third footer consumer link navigates correctly","","2026-08-19","broken","2026-08-19","","","",""
"","61666","First footer heading navigates correctly","","2026-08-19","failed","2026-08-19","","","",""
"","22753","Training menu shows submenus","","2026-08-19","failed","2026-08-19","","","",""
"","22422","Orders menu shows submenus","","2026-08-19","failed","2026-08-19","","","",""
"","1","Log in with credentials from Excel","","2026-08-19","skipped","2026-08-19","","","",""
"","0","The pre-login page loads successfully","","2026-08-19","skipped","2026-08-19","","","",""
"","1","User can log out from the partner portal","","2026-08-19","skipped","2026-08-19","","","",""
"","128697","Sales and Marketing menu shows submenus","","2026-08-19","broken","2026-08-19","","","",""
"","20211","Tools and Services menu shows submenus","","2026-08-19","failed","2026-08-19","","","",""
"","1","Login fails with invalid credentials","","2026-08-19","skipped","2026-08-19","","","",""
