"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","64869","Tools and Services menu shows submenus","","2026-08-10","passed","2026-08-10","","","",""
"","13515","Third footer consumer link navigates correctly","","2026-08-10","passed","2026-08-10","","","",""
"","1","Login fails with invalid credentials","","2026-08-10","skipped","2026-08-10","","","",""
"","77271","Sales and Marketing menu shows submenus","","2026-08-10","broken","2026-08-10","","","",""
"","19860","First footer heading navigates correctly","","2026-08-10","passed","2026-08-10","","","",""
"","110786","Orders menu shows submenus","","2026-08-10","broken","2026-08-10","","","",""
"","0","Log in with credentials from Excel","","2026-08-10","skipped","2026-08-10","","","",""
"","25602","Training menu shows submenus","","2026-08-10","passed","2026-08-10","","","",""
"","1","User can log out from the partner portal","","2026-08-10","skipped","2026-08-10","","","",""
"","0","The pre-login page loads successfully","","2026-08-10","skipped","2026-08-10","","","",""
