"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31723","Training menu shows submenus","","2026-07-17","passed","2026-07-17","","","",""
"","12788","First footer heading navigates correctly","","2026-07-17","passed","2026-07-17","","","",""
"","1","The pre-login page loads successfully","","2026-07-17","skipped","2026-07-17","","","",""
"","0","Login fails with invalid credentials","","2026-07-17","skipped","2026-07-17","","","",""
"","8117","Tools and Services menu shows submenus","","2026-07-17","passed","2026-07-17","","","",""
"","95067","Orders menu shows submenus","","2026-07-17","passed","2026-07-17","","","",""
"","121515","Sales and Marketing menu shows submenus","","2026-07-17","passed","2026-07-17","","","",""
"","0","Log in with credentials from Excel","","2026-07-17","skipped","2026-07-17","","","",""
"","1","User can log out from the partner portal","","2026-07-17","skipped","2026-07-17","","","",""
"","10891","Third footer consumer link navigates correctly","","2026-07-17","passed","2026-07-17","","","",""
