"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","44261","Tools and Services menu shows submenus","","2026-07-05","passed","2026-07-05","","","",""
"","0","Login fails with invalid credentials","","2026-07-05","skipped","2026-07-05","","","",""
"","125371","Sales and Marketing menu shows submenus","","2026-07-05","broken","2026-07-05","","","",""
"","11160","Third footer consumer link navigates correctly","","2026-07-05","passed","2026-07-05","","","",""
"","31963","Training menu shows submenus","","2026-07-05","passed","2026-07-05","","","",""
"","0","User can log out from the partner portal","","2026-07-05","skipped","2026-07-05","","","",""
"","30643","Orders menu shows submenus","","2026-07-05","passed","2026-07-05","","","",""
"","11946","First footer heading navigates correctly","","2026-07-05","passed","2026-07-05","","","",""
"","1","The pre-login page loads successfully","","2026-07-05","skipped","2026-07-05","","","",""
"","0","Log in with credentials from Excel","","2026-07-05","skipped","2026-07-05","","","",""
