"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20867","Third footer consumer link navigates correctly","","2026-09-01","failed","2026-09-01","","","",""
"","21707","Tools and Services menu shows submenus","","2026-09-01","failed","2026-09-01","","","",""
"","0","The pre-login page loads successfully","","2026-09-01","skipped","2026-09-01","","","",""
"","0","Log in with credentials from Excel","","2026-09-01","skipped","2026-09-01","","","",""
"","1","User can log out from the partner portal","","2026-09-01","skipped","2026-09-01","","","",""
"","21280","First footer heading navigates correctly","","2026-09-01","failed","2026-09-01","","","",""
"","71811","Sales and Marketing menu shows submenus","","2026-09-01","broken","2026-09-01","","","",""
"","108551","Orders menu shows submenus","","2026-09-01","failed","2026-09-01","","","",""
"","1","Login fails with invalid credentials","","2026-09-01","skipped","2026-09-01","","","",""
"","55477","Training menu shows submenus","","2026-09-01","failed","2026-09-01","","","",""
