"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","Login fails with invalid credentials","","2026-07-18","skipped","2026-07-18","","","",""
"","10874","Third footer consumer link navigates correctly","","2026-07-18","passed","2026-07-18","","","",""
"","8588","Tools and Services menu shows submenus","","2026-07-18","passed","2026-07-18","","","",""
"","1","User can log out from the partner portal","","2026-07-18","skipped","2026-07-18","","","",""
"","0","The pre-login page loads successfully","","2026-07-18","skipped","2026-07-18","","","",""
"","31704","Training menu shows submenus","","2026-07-18","passed","2026-07-18","","","",""
"","11384","First footer heading navigates correctly","","2026-07-18","passed","2026-07-18","","","",""
"","0","Log in with credentials from Excel","","2026-07-18","skipped","2026-07-18","","","",""
"","129143","Sales and Marketing menu shows submenus","","2026-07-18","broken","2026-07-18","","","",""
"","57962","Orders menu shows submenus","","2026-07-18","passed","2026-07-18","","","",""
