"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","35976","Orders menu shows submenus","","2026-08-23","failed","2026-08-23","","","",""
"","54510","Tools and Services menu shows submenus","","2026-08-23","failed","2026-08-23","","","",""
"","21812","Third footer consumer link navigates correctly","","2026-08-23","failed","2026-08-23","","","",""
"","1","Login fails with invalid credentials","","2026-08-23","skipped","2026-08-23","","","",""
"","0","User can log out from the partner portal","","2026-08-23","skipped","2026-08-23","","","",""
"","20600","Training menu shows submenus","","2026-08-23","failed","2026-08-23","","","",""
"","0","The pre-login page loads successfully","","2026-08-23","skipped","2026-08-23","","","",""
"","21633","First footer heading navigates correctly","","2026-08-23","failed","2026-08-23","","","",""
"","102706","Sales and Marketing menu shows submenus","","2026-08-23","broken","2026-08-23","","","",""
"","0","Log in with credentials from Excel","","2026-08-23","skipped","2026-08-23","","","",""
