"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13244","First footer heading navigates correctly","","2026-08-13","passed","2026-08-13","","","",""
"","1","The pre-login page loads successfully","","2026-08-13","skipped","2026-08-13","","","",""
"","29062","Training menu shows submenus","","2026-08-13","passed","2026-08-13","","","",""
"","1","User can log out from the partner portal","","2026-08-13","skipped","2026-08-13","","","",""
"","1","Log in with credentials from Excel","","2026-08-13","skipped","2026-08-13","","","",""
"","0","Login fails with invalid credentials","","2026-08-13","skipped","2026-08-13","","","",""
"","9337","Tools and Services menu shows submenus","","2026-08-13","passed","2026-08-13","","","",""
"","34608","Orders menu shows submenus","","2026-08-13","passed","2026-08-13","","","",""
"","84334","Sales and Marketing menu shows submenus","","2026-08-13","passed","2026-08-13","","","",""
"","10567","Third footer consumer link navigates correctly","","2026-08-13","passed","2026-08-13","","","",""
