"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","The pre-login page loads successfully","","2026-09-22","skipped","2026-09-22","","","",""
"","0","User can log out from the partner portal","","2026-09-22","skipped","2026-09-22","","","",""
"","22684","Third footer consumer link navigates correctly","","2026-09-22","failed","2026-09-22","","","",""
"","34034","Tools and Services menu shows submenus","","2026-09-22","failed","2026-09-22","","","",""
"","1","Login fails with invalid credentials","","2026-09-22","skipped","2026-09-22","","","",""
"","24252","Orders menu shows submenus","","2026-09-22","failed","2026-09-22","","","",""
"","0","Log in with credentials from Excel","","2026-09-22","skipped","2026-09-22","","","",""
"","22273","Training menu shows submenus","","2026-09-22","failed","2026-09-22","","","",""
"","23530","First footer heading navigates correctly","","2026-09-22","failed","2026-09-22","","","",""
"","55038","Sales and Marketing menu shows submenus","","2026-09-22","failed","2026-09-22","","","",""
