"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19423","Tools and Services menu shows submenus","","2026-09-14","failed","2026-09-14","","","",""
"","1","User can log out from the partner portal","","2026-09-14","skipped","2026-09-14","","","",""
"","1","Log in with credentials from Excel","","2026-09-14","skipped","2026-09-14","","","",""
"","144417","Sales and Marketing menu shows submenus","","2026-09-14","failed","2026-09-14","","","",""
"","65122","Orders menu shows submenus","","2026-09-14","failed","2026-09-14","","","",""
"","19632","Third footer consumer link navigates correctly","","2026-09-14","failed","2026-09-14","","","",""
"","20428","First footer heading navigates correctly","","2026-09-14","failed","2026-09-14","","","",""
"","56661","Training menu shows submenus","","2026-09-14","failed","2026-09-14","","","",""
"","0","The pre-login page loads successfully","","2026-09-14","skipped","2026-09-14","","","",""
"","0","Login fails with invalid credentials","","2026-09-14","skipped","2026-09-14","","","",""
