"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19750","First footer heading navigates correctly","","2026-09-18","failed","2026-09-18","","","",""
"","0","User can log out from the partner portal","","2026-09-18","skipped","2026-09-18","","","",""
"","1","Login fails with invalid credentials","","2026-09-18","skipped","2026-09-18","","","",""
"","20599","Tools and Services menu shows submenus","","2026-09-18","failed","2026-09-18","","","",""
"","72115","Sales and Marketing menu shows submenus","","2026-09-18","broken","2026-09-18","","","",""
"","42747","Third footer consumer link navigates correctly","","2026-09-18","failed","2026-09-18","","","",""
"","0","The pre-login page loads successfully","","2026-09-18","skipped","2026-09-18","","","",""
"","81254","Orders menu shows submenus","","2026-09-18","failed","2026-09-18","","","",""
"","86312","Training menu shows submenus","","2026-09-18","failed","2026-09-18","","","",""
"","1","Log in with credentials from Excel","","2026-09-18","skipped","2026-09-18","","","",""
