"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","50498","Training menu shows submenus","","2026-09-15","failed","2026-09-15","","","",""
"","0","The pre-login page loads successfully","","2026-09-15","skipped","2026-09-15","","","",""
"","1","User can log out from the partner portal","","2026-09-15","skipped","2026-09-15","","","",""
"","57845","Orders menu shows submenus","","2026-09-15","failed","2026-09-15","","","",""
"","22756","Third footer consumer link navigates correctly","","2026-09-15","failed","2026-09-15","","","",""
"","23034","Tools and Services menu shows submenus","","2026-09-15","failed","2026-09-15","","","",""
"","0","Log in with credentials from Excel","","2026-09-15","skipped","2026-09-15","","","",""
"","20117","First footer heading navigates correctly","","2026-09-15","failed","2026-09-15","","","",""
"","1","Login fails with invalid credentials","","2026-09-15","skipped","2026-09-15","","","",""
"","134918","Sales and Marketing menu shows submenus","","2026-09-15","failed","2026-09-15","","","",""
