"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Login fails with invalid credentials","","2026-09-13","skipped","2026-09-13","","","",""
"","35001","Training menu shows submenus","","2026-09-13","failed","2026-09-13","","","",""
"","70872","Orders menu shows submenus","","2026-09-13","failed","2026-09-13","","","",""
"","1","Log in with credentials from Excel","","2026-09-13","skipped","2026-09-13","","","",""
"","21248","Tools and Services menu shows submenus","","2026-09-13","failed","2026-09-13","","","",""
"","36899","Third footer consumer link navigates correctly","","2026-09-13","failed","2026-09-13","","","",""
"","0","The pre-login page loads successfully","","2026-09-13","skipped","2026-09-13","","","",""
"","1","User can log out from the partner portal","","2026-09-13","skipped","2026-09-13","","","",""
"","23225","First footer heading navigates correctly","","2026-09-13","failed","2026-09-13","","","",""
"","108385","Sales and Marketing menu shows submenus","","2026-09-13","failed","2026-09-13","","","",""
