"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","71714","Tools and Services menu shows submenus","","2026-08-30","failed","2026-08-30","","","",""
"","1","User can log out from the partner portal","","2026-08-30","skipped","2026-08-30","","","",""
"","23619","Third footer consumer link navigates correctly","","2026-08-30","failed","2026-08-30","","","",""
"","23725","First footer heading navigates correctly","","2026-08-30","failed","2026-08-30","","","",""
"","43256","Training menu shows submenus","","2026-08-30","failed","2026-08-30","","","",""
"","42492","Orders menu shows submenus","","2026-08-30","failed","2026-08-30","","","",""
"","0","Login fails with invalid credentials","","2026-08-30","skipped","2026-08-30","","","",""
"","127758","Sales and Marketing menu shows submenus","","2026-08-30","broken","2026-08-30","","","",""
"","0","Log in with credentials from Excel","","2026-08-30","skipped","2026-08-30","","","",""
"","1","The pre-login page loads successfully","","2026-08-30","skipped","2026-08-30","","","",""
