"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Login fails with invalid credentials","","2026-07-22","skipped","2026-07-22","","","",""
"","43297","Third footer consumer link navigates correctly","","2026-07-22","passed","2026-07-22","","","",""
"","67498","Orders menu shows submenus","","2026-07-22","passed","2026-07-22","","","",""
"","1","User can log out from the partner portal","","2026-07-22","skipped","2026-07-22","","","",""
"","1","The pre-login page loads successfully","","2026-07-22","skipped","2026-07-22","","","",""
"","24409","Training menu shows submenus","","2026-07-22","passed","2026-07-22","","","",""
"","15148","First footer heading navigates correctly","","2026-07-22","passed","2026-07-22","","","",""
"","42843","Tools and Services menu shows submenus","","2026-07-22","passed","2026-07-22","","","",""
"","0","Log in with credentials from Excel","","2026-07-22","skipped","2026-07-22","","","",""
"","72131","Sales and Marketing menu shows submenus","","2026-07-22","broken","2026-07-22","","","",""
