"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","Log in with credentials from Excel","","2026-09-06","skipped","2026-09-06","","","",""
"","1","Login fails with invalid credentials","","2026-09-06","skipped","2026-09-06","","","",""
"","41847","Tools and Services menu shows submenus","","2026-09-06","failed","2026-09-06","","","",""
"","0","The pre-login page loads successfully","","2026-09-06","skipped","2026-09-06","","","",""
"","98332","Sales and Marketing menu shows submenus","","2026-09-06","failed","2026-09-06","","","",""
"","36449","Orders menu shows submenus","","2026-09-06","failed","2026-09-06","","","",""
"","52776","Training menu shows submenus","","2026-09-06","failed","2026-09-06","","","",""
"","0","User can log out from the partner portal","","2026-09-06","skipped","2026-09-06","","","",""
"","21568","First footer heading navigates correctly","","2026-09-06","failed","2026-09-06","","","",""
"","21170","Third footer consumer link navigates correctly","","2026-09-06","failed","2026-09-06","","","",""
