"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22420","Tools and Services menu shows submenus","","2026-09-12","failed","2026-09-12","","","",""
"","0","User can log out from the partner portal","","2026-09-12","skipped","2026-09-12","","","",""
"","0","The pre-login page loads successfully","","2026-09-12","skipped","2026-09-12","","","",""
"","24466","First footer heading navigates correctly","","2026-09-12","failed","2026-09-12","","","",""
"","1","Login fails with invalid credentials","","2026-09-12","skipped","2026-09-12","","","",""
"","21521","Third footer consumer link navigates correctly","","2026-09-12","failed","2026-09-12","","","",""
"","55360","Training menu shows submenus","","2026-09-12","failed","2026-09-12","","","",""
"","56797","Orders menu shows submenus","","2026-09-12","failed","2026-09-12","","","",""
"","134421","Sales and Marketing menu shows submenus","","2026-09-12","failed","2026-09-12","","","",""
"","1","Log in with credentials from Excel","","2026-09-12","skipped","2026-09-12","","","",""
