"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Login fails with invalid credentials","","2026-07-11","skipped","2026-07-11","","","",""
"","22745","Orders menu shows submenus","","2026-07-11","passed","2026-07-11","","","",""
"","1","The pre-login page loads successfully","","2026-07-11","skipped","2026-07-11","","","",""
"","49149","Tools and Services menu shows submenus","","2026-07-11","passed","2026-07-11","","","",""
"","0","User can log out from the partner portal","","2026-07-11","skipped","2026-07-11","","","",""
"","1","Log in with credentials from Excel","","2026-07-11","skipped","2026-07-11","","","",""
"","8589","Training menu shows submenus","","2026-07-11","passed","2026-07-11","","","",""
"","127255","Sales and Marketing menu shows submenus","","2026-07-11","passed","2026-07-11","","","",""
"","34144","First footer heading navigates correctly","","2026-07-11","passed","2026-07-11","","","",""
"","9801","Third footer consumer link navigates correctly","","2026-07-11","passed","2026-07-11","","","",""
