"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Log in with credentials from Excel","","2026-09-17","skipped","2026-09-17","","","",""
"","70857","Sales and Marketing menu shows submenus","","2026-09-17","broken","2026-09-17","","","",""
"","1","User can log out from the partner portal","","2026-09-17","skipped","2026-09-17","","","",""
"","0","Login fails with invalid credentials","","2026-09-17","skipped","2026-09-17","","","",""
"","23398","Third footer consumer link navigates correctly","","2026-09-17","failed","2026-09-17","","","",""
"","82432","Orders menu shows submenus","","2026-09-17","failed","2026-09-17","","","",""
"","1","The pre-login page loads successfully","","2026-09-17","skipped","2026-09-17","","","",""
"","51835","Training menu shows submenus","","2026-09-17","failed","2026-09-17","","","",""
"","22961","Tools and Services menu shows submenus","","2026-09-17","failed","2026-09-17","","","",""
"","47058","First footer heading navigates correctly","","2026-09-17","failed","2026-09-17","","","",""
