"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","63384","First footer heading navigates correctly","","2026-07-07","broken","2026-07-07","","","",""
"","78672","Training menu shows submenus","","2026-07-07","broken","2026-07-07","","","",""
"","117264","Sales and Marketing menu shows submenus","","2026-07-07","broken","2026-07-07","","","",""
"","0","The pre-login page loads successfully","","2026-07-07","skipped","2026-07-07","","","",""
"","1","Log in with credentials from Excel","","2026-07-07","skipped","2026-07-07","","","",""
"","62857","Tools and Services menu shows submenus","","2026-07-07","broken","2026-07-07","","","",""
"","86219","Orders menu shows submenus","","2026-07-07","broken","2026-07-07","","","",""
"","0","User can log out from the partner portal","","2026-07-07","skipped","2026-07-07","","","",""
"","62266","Third footer consumer link navigates correctly","","2026-07-07","broken","2026-07-07","","","",""
"","1","Login fails with invalid credentials","","2026-07-07","skipped","2026-07-07","","","",""
