"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20477","Third footer consumer link navigates correctly","","2026-08-16","failed","2026-08-16","","","",""
"","40710","Training menu shows submenus","","2026-08-16","failed","2026-08-16","","","",""
"","42369","First footer heading navigates correctly","","2026-08-16","failed","2026-08-16","","","",""
"","0","Log in with credentials from Excel","","2026-08-16","skipped","2026-08-16","","","",""
"","134883","Orders menu shows submenus","","2026-08-16","failed","2026-08-16","","","",""
"","100796","Sales and Marketing menu shows submenus","","2026-08-16","broken","2026-08-16","","","",""
"","0","The pre-login page loads successfully","","2026-08-16","skipped","2026-08-16","","","",""
"","0","User can log out from the partner portal","","2026-08-16","skipped","2026-08-16","","","",""
"","0","Login fails with invalid credentials","","2026-08-16","skipped","2026-08-16","","","",""
"","42021","Tools and Services menu shows submenus","","2026-08-16","failed","2026-08-16","","","",""
