"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Login fails with invalid credentials","","2026-07-08","skipped","2026-07-08","","","",""
"","1","User can log out from the partner portal","","2026-07-08","skipped","2026-07-08","","","",""
"","28482","Orders menu shows submenus","","2026-07-08","passed","2026-07-08","","","",""
"","0","Log in with credentials from Excel","","2026-07-08","skipped","2026-07-08","","","",""
"","41992","Training menu shows submenus","","2026-07-08","passed","2026-07-08","","","",""
"","140316","Sales and Marketing menu shows submenus","","2026-07-08","passed","2026-07-08","","","",""
"","29047","Tools and Services menu shows submenus","","2026-07-08","passed","2026-07-08","","","",""
"","13917","First footer heading navigates correctly","","2026-07-08","passed","2026-07-08","","","",""
"","1","The pre-login page loads successfully","","2026-07-08","skipped","2026-07-08","","","",""
"","14825","Third footer consumer link navigates correctly","","2026-07-08","passed","2026-07-08","","","",""
