"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22200","First footer heading navigates correctly","","2026-09-26","failed","2026-09-26","","","",""
"","0","User can log out from the partner portal","","2026-09-26","skipped","2026-09-26","","","",""
"","0","The pre-login page loads successfully","","2026-09-26","skipped","2026-09-26","","","",""
"","1","Log in with credentials from Excel","","2026-09-26","skipped","2026-09-26","","","",""
"","68563","Training menu shows submenus","","2026-09-26","failed","2026-09-26","","","",""
"","20784","Third footer consumer link navigates correctly","","2026-09-26","failed","2026-09-26","","","",""
"","81278","Sales and Marketing menu shows submenus","","2026-09-26","broken","2026-09-26","","","",""
"","47438","Tools and Services menu shows submenus","","2026-09-26","failed","2026-09-26","","","",""
"","0","Login fails with invalid credentials","","2026-09-26","skipped","2026-09-26","","","",""
"","80368","Orders menu shows submenus","","2026-09-26","failed","2026-09-26","","","",""
