"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","User can log out from the partner portal","","2026-09-10","skipped","2026-09-10","","","",""
"","23862","Tools and Services menu shows submenus","","2026-09-10","failed","2026-09-10","","","",""
"","0","Login fails with invalid credentials","","2026-09-10","skipped","2026-09-10","","","",""
"","0","Log in with credentials from Excel","","2026-09-10","skipped","2026-09-10","","","",""
"","19309","Third footer consumer link navigates correctly","","2026-09-10","failed","2026-09-10","","","",""
"","33575","First footer heading navigates correctly","","2026-09-10","failed","2026-09-10","","","",""
"","55613","Training menu shows submenus","","2026-09-10","failed","2026-09-10","","","",""
"","56692","Orders menu shows submenus","","2026-09-10","failed","2026-09-10","","","",""
"","90520","Sales and Marketing menu shows submenus","","2026-09-10","failed","2026-09-10","","","",""
"","1","The pre-login page loads successfully","","2026-09-10","skipped","2026-09-10","","","",""
