"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Log in with credentials from Excel","","2026-08-22","skipped","2026-08-22","","","",""
"","57486","Third footer consumer link navigates correctly","","2026-08-22","failed","2026-08-22","","","",""
"","20564","Tools and Services menu shows submenus","","2026-08-22","failed","2026-08-22","","","",""
"","40845","Training menu shows submenus","","2026-08-22","failed","2026-08-22","","","",""
"","122459","Sales and Marketing menu shows submenus","","2026-08-22","failed","2026-08-22","","","",""
"","22319","First footer heading navigates correctly","","2026-08-22","failed","2026-08-22","","","",""
"","1","User can log out from the partner portal","","2026-08-22","skipped","2026-08-22","","","",""
"","0","Login fails with invalid credentials","","2026-08-22","skipped","2026-08-22","","","",""
"","39256","Orders menu shows submenus","","2026-08-22","failed","2026-08-22","","","",""
"","0","The pre-login page loads successfully","","2026-08-22","skipped","2026-08-22","","","",""
