"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16117","Tools and Services menu shows submenus","","2026-07-16","passed","2026-07-16","","","",""
"","1","The pre-login page loads successfully","","2026-07-16","skipped","2026-07-16","","","",""
"","0","Login fails with invalid credentials","","2026-07-16","skipped","2026-07-16","","","",""
"","0","Log in with credentials from Excel","","2026-07-16","skipped","2026-07-16","","","",""
"","82120","Sales and Marketing menu shows submenus","","2026-07-16","broken","2026-07-16","","","",""
"","38532","Training menu shows submenus","","2026-07-16","passed","2026-07-16","","","",""
"","40027","Third footer consumer link navigates correctly","","2026-07-16","passed","2026-07-16","","","",""
"","15294","First footer heading navigates correctly","","2026-07-16","passed","2026-07-16","","","",""
"","0","User can log out from the partner portal","","2026-07-16","skipped","2026-07-16","","","",""
"","129517","Orders menu shows submenus","","2026-07-16","passed","2026-07-16","","","",""
