"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","User can log out from the partner portal","","2026-09-25","skipped","2026-09-25","","","",""
"","65679","Orders menu shows submenus","","2026-09-25","failed","2026-09-25","","","",""
"","23934","Tools and Services menu shows submenus","","2026-09-25","failed","2026-09-25","","","",""
"","0","The pre-login page loads successfully","","2026-09-25","skipped","2026-09-25","","","",""
"","47568","First footer heading navigates correctly","","2026-09-25","failed","2026-09-25","","","",""
"","127349","Sales and Marketing menu shows submenus","","2026-09-25","failed","2026-09-25","","","",""
"","21077","Third footer consumer link navigates correctly","","2026-09-25","failed","2026-09-25","","","",""
"","0","Log in with credentials from Excel","","2026-09-25","skipped","2026-09-25","","","",""
"","1","Login fails with invalid credentials","","2026-09-25","skipped","2026-09-25","","","",""
"","23316","Training menu shows submenus","","2026-09-25","failed","2026-09-25","","","",""
