"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9989","First footer heading navigates correctly","","2026-07-19","passed","2026-07-19","","","",""
"","46641","Orders menu shows submenus","","2026-07-19","passed","2026-07-19","","","",""
"","0","The pre-login page loads successfully","","2026-07-19","skipped","2026-07-19","","","",""
"","0","Login fails with invalid credentials","","2026-07-19","skipped","2026-07-19","","","",""
"","1","Log in with credentials from Excel","","2026-07-19","skipped","2026-07-19","","","",""
"","8991","Training menu shows submenus","","2026-07-19","passed","2026-07-19","","","",""
"","109368","Sales and Marketing menu shows submenus","","2026-07-19","passed","2026-07-19","","","",""
"","9072","Third footer consumer link navigates correctly","","2026-07-19","passed","2026-07-19","","","",""
"","30791","Tools and Services menu shows submenus","","2026-07-19","passed","2026-07-19","","","",""
"","1","User can log out from the partner portal","","2026-07-19","skipped","2026-07-19","","","",""
