"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","100709","Sales and Marketing menu shows submenus","","2026-07-31","broken","2026-07-31","","","",""
"","43712","Tools and Services menu shows submenus","","2026-07-31","passed","2026-07-31","","","",""
"","13127","First footer heading navigates correctly","","2026-07-31","passed","2026-07-31","","","",""
"","61732","Training menu shows submenus","","2026-07-31","passed","2026-07-31","","","",""
"","0","The pre-login page loads successfully","","2026-07-31","skipped","2026-07-31","","","",""
"","1","User can log out from the partner portal","","2026-07-31","skipped","2026-07-31","","","",""
"","93662","Orders menu shows submenus","","2026-07-31","broken","2026-07-31","","","",""
"","1","Login fails with invalid credentials","","2026-07-31","skipped","2026-07-31","","","",""
"","20984","Third footer consumer link navigates correctly","","2026-07-31","passed","2026-07-31","","","",""
"","1","Log in with credentials from Excel","","2026-07-31","skipped","2026-07-31","","","",""
