"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","User can log out from the partner portal","","2026-07-23","skipped","2026-07-23","","","",""
"","90549","Orders menu shows submenus","","2026-07-23","passed","2026-07-23","","","",""
"","11156","Third footer consumer link navigates correctly","","2026-07-23","passed","2026-07-23","","","",""
"","37765","Training menu shows submenus","","2026-07-23","passed","2026-07-23","","","",""
"","0","Log in with credentials from Excel","","2026-07-23","skipped","2026-07-23","","","",""
"","72027","Sales and Marketing menu shows submenus","","2026-07-23","broken","2026-07-23","","","",""
"","30086","Tools and Services menu shows submenus","","2026-07-23","passed","2026-07-23","","","",""
"","0","The pre-login page loads successfully","","2026-07-23","skipped","2026-07-23","","","",""
"","1","Login fails with invalid credentials","","2026-07-23","skipped","2026-07-23","","","",""
"","13438","First footer heading navigates correctly","","2026-07-23","passed","2026-07-23","","","",""
