"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","100106","Sales and Marketing menu shows submenus","","2026-08-31","broken","2026-08-31","","","",""
"","20550","Tools and Services menu shows submenus","","2026-08-31","failed","2026-08-31","","","",""
"","1","User can log out from the partner portal","","2026-08-31","skipped","2026-08-31","","","",""
"","1","Login fails with invalid credentials","","2026-08-31","skipped","2026-08-31","","","",""
"","0","The pre-login page loads successfully","","2026-08-31","skipped","2026-08-31","","","",""
"","70398","Orders menu shows submenus","","2026-08-31","failed","2026-08-31","","","",""
"","18725","Third footer consumer link navigates correctly","","2026-08-31","failed","2026-08-31","","","",""
"","51116","Training menu shows submenus","","2026-08-31","failed","2026-08-31","","","",""
"","1","Log in with credentials from Excel","","2026-08-31","skipped","2026-08-31","","","",""
"","20542","First footer heading navigates correctly","","2026-08-31","failed","2026-08-31","","","",""
